;rating;comment
9307;5;Sales policy, price war for the same product, purchased from different channels (retailer with distribution). Unfair competition between resellers of the same brand (Suvinil/Suvinil and not between Suvinil/Coral).
9308;7;Quality Issues in Granite Crystall FCA
9309;6;We know the quality of Basf's product, however, the low availability and constant changes in the schedule make inventory scheduling very difficult.
9310;5;The type of material we buy at BASF is not meant to be indicated to anyone, and we would never like BASF to offer the same type of material to a competitor as ours, this could affect the customer / supplier relationship.
9311;5;It is a very good company, but they fail a lot in service and quality
9312;6;"In terms of quality, BASF products meet very demanding standards. However, the life time of the product is also evaluated in comparison to its similar; in this case, BASF does not revalidate products or issue shelf life extension letters, for this reason it will be very difficult for the distributor to face such a scenario."
9313;5;"THE INVASION OF AREA WITH PRICE PROSTITUTION, PROMOTED AND SPONSORED....
 QDO. THERE IS PERMISSION FOR ANOTHER CHANNEL, THIS SELLER CONTRACTS HERE TO ACCESS THE SAME CUSTOMERS WE SERVED FOR YEARS;
 SELL AT LOWER PRICES Q. OUR PURCHASE PRICE AND THE MOST SERIOUS:
 ""DISAPPEAR, NOT GIVING ASSISTANCE; LETTING THE CUSTOMER APPLY IN ANY WAY RESULTING IN INEFFICIENT CONTROL"" (BURNING BASF PRODUCTS)
 ***DO NEW CUSTOMERS ACCESS? NO.
 ***MARKET SHARE OF BASF PRODUCTS? THE SAME..."
9314;6;"Renowned company, quality products and committed to society's well-being.
 We expected to be more important than we are treated"
9315;6;The grade could be better, but currently there is an excess of Basf supply in the market. Many channels in the same area, especially cooperatives.
9316;6;Lack of transparency, organization and turnover of people
9317;6;"Cutting-edge products,
 Defects, poor service, it takes time to solve a problem and logistics doesn't work"
9318;6;Company with good prices and portfolio
9319;5;"Although I am ""called"" an ELO Customer by the Company, I was not given any credit for doing business, despite a very old History within the Company.

 There seems to be an incompatibility between the Commercial (which calls me ELO, knows my History), and the Financial, which did not take this History into consideration just because I am not the holder of the Rural Producer IE for a few decades of relationship!! !"
